#SUBMITTED ID	FBID_KEY	ANNOTATION_SYMBOL	FEATURE_TYPE	GENE_MODEL_STATUS	GENUS	GO_BIOLOGICAL_PROCESS	GO_MOLECULAR_FUNCTION	NAME	SPECIES	SYMBOL
FBgn0001297	FBgn0001297	CG33956	SO0000010:protein_coding_gene	Current	Drosophila	positive regulation of transcription by RNA polymerase II ; GO:0045944 | inferred from direct assay <newline> positive regulation of biosynthetic process of antibacterial peptides active against Gram-negative bacteria ; GO:0006964 | inferred from high throughput mutant phenotype <newline> establishment of planar polarity ; GO:0001736 | non-traceable author statement <newline> synaptic growth at neuromuscular junction ; GO:0051124 | inferred from genetic interaction with Jra <newline> wing disc development ; GO:0035220 | inferred from mutant phenotype <newline> second mitotic wave involved in compound eye morphogenesis ; GO:0016330 | inferred from mutant phenotype <newline> locomotor rhythm ; GO:0045475 | inferred from mutant phenotype <newline> positive regulation of border follicle cell migration ; GO:1903688 | inferred from genetic interaction with Pvr <newline> positive regulation of peptidoglycan recognition protein signaling pathway ; GO:0061059 | inferred from high throughput mutant phenotype <newline> dendrite morphogenesis ; GO:0048813 | inferred from mutant phenotype <newline> wound healing ; GO:0042060 | inferred from mutant phenotype <newline> R3/R4 cell fate commitment ; GO:0007464 | traceable author statement <newline> ovarian follicle cell migration ; GO:0007297 | inferred from mutant phenotype <newline> regulation of transcription by RNA polymerase II ; GO:0006357 | inferred from biological aspect of ancestor with PANTHER:PTN001156258 <newline> embryo development ending in birth or egg hatching ; GO:0009792 | inferred from mutant phenotype <newline> dorsal closure ; GO:0007391 | inferred from mutant phenotype <newline> dorsal closure ; GO:0007391 | traceable author statement <newline> response to wounding ; GO:0009611 | inferred from mutant phenotype <newline> R3/R4 cell fate commitment ; GO:0007464 | inferred from mutant phenotype <newline> establishment or maintenance of cell polarity ; GO:0007163 | inferred from mutant phenotype <newline> imaginal disc fusion, thorax closure ; GO:0046529 | inferred from mutant phenotype <newline> compound eye development ; GO:0048749 | inferred from mutant phenotype <newline> germ cell development ; GO:0007281 | inferred from mutant phenotype <newline> collateral sprouting of injured axon ; GO:0048674 | inferred from mutant phenotype <newline> regulation of cyclin-dependent protein serine/threonine kinase activity involved in G2/M transition of mitotic cell cycle ; GO:0031660 | inferred from mutant phenotype	RNA polymerase II proximal promoter sequence-specific DNA binding ; GO:0000978 | inferred from biological aspect of ancestor with PANTHER:PTN001156258 <newline> DNA binding ; GO:0003677 | inferred from direct assay <newline> DNA-binding transcription factor activity, RNA polymerase II-specific ; GO:0000981 | inferred from biological aspect of ancestor with PANTHER:PTN001156258 <newline> protein binding ; GO:0005515 | inferred from physical interaction with FLYBASE:inferred from high throughput direct assayC1; FB:FBgn0015805 inferred from physical interaction with chm <newline> repressing transcription factor binding ; GO:0070491 | inferred from physical interaction with vri <newline> DNA-binding transcription factor activity, RNA polymerase II-specific ; GO:0000981 | inferred from direct assay <newline> sequence-specific DNA binding ; GO:0043565 | inferred from direct assay <newline> protein heterodimerization activity ; GO:0046982 | inferred from physical interaction with Jra <newline> protein binding ; GO:0005515 | inferred from physical interaction with UniProtKB:P18289 <newline> DNA-binding transcription activator activity, RNA polymerase II-specific ; GO:0001228 | inferred from direct assay <newline> protein binding ; GO:0005515 | inferred from physical interaction with Cka	kayak	melanogaster	kay
FBgn0005638	FBgn0005638	CG4354	SO0000010:protein_coding_gene	Current	Drosophila	border follicle cell migration ; GO:0007298 | inferred from mutant phenotype <newline> positive regulation of border follicle cell migration ; GO:1903688 | inferred from mutant phenotype <newline> cell fate specification ; GO:0001708 | traceable author statement <newline> positive regulation of transcription by RNA polymerase II ; GO:0045944 | inferred from mutant phenotype	DNA-binding transcription factor activity ; GO:0003700 | inferred from electronic annotation with InterPro:IPR004827, InterPro:IPR031106 <newline> RNA polymerase II regulatory region sequence-specific DNA binding ; GO:0000977 | inferred from direct assay	slow border cells	melanogaster	slbo
FBgn0016076	FBgn0016076	CG14029	SO0000010:protein_coding_gene	Current	Drosophila	multicellular organism development ; GO:0007275 | traceable author statement <newline> multicellular organism aging ; GO:0010259 | inferred from mutant phenotype <newline> circadian rhythm ; GO:0007623 | non-traceable author statement <newline> cellular process ; GO:0009987 | inferred from mutant phenotype <newline> regulation of transcription, DNA-templated ; GO:0006355 | inferred from biological aspect of ancestor with PANTHER:PTN000392525 <newline> open tracheal system development ; GO:0007424 | inferred from mutant phenotype <newline> imaginal disc-derived wing hair organization ; GO:0035317 | inferred from mutant phenotype <newline> circadian rhythm ; GO:0007623 | inferred from biological aspect of ancestor with PANTHER:PTN000392525 <newline> chaeta morphogenesis ; GO:0008407 | inferred from mutant phenotype <newline> circadian rhythm ; GO:0007623 | traceable author statement <newline> locomotor rhythm ; GO:0045475 | non-traceable author statement <newline> transcription, DNA-templated ; GO:0006351 | non-traceable author statement <newline> circadian rhythm ; GO:0007623 | inferred from direct assay <newline> rhythmic behavior ; GO:0007622 | traceable author statement <newline> positive regulation of heart contraction ; GO:0045823 | inferred from mutant phenotype	DNA-binding transcription repressor activity, RNA polymerase II-specific ; GO:0001227 | inferred from direct assay	vrille	melanogaster	vri
FBgn0028550	FBgn0028550	CG11405	SO0000010:protein_coding_gene	Current	Drosophila	regulation of transcription by RNA polymerase II ; GO:0006357 | inferred from biological aspect of ancestor with PANTHER:PTN001156258 <newline> regulation of lipid storage ; GO:0010883 | inferred from mutant phenotype <newline> lipid homeostasis ; GO:0055088 | inferred from mutant phenotype <newline> nervous system development ; GO:0007399 | inferred from mutant phenotype <newline> immune response ; GO:0006955 | inferred from mutant phenotype	RNA polymerase II proximal promoter sequence-specific DNA binding ; GO:0000978 | inferred from biological aspect of ancestor with PANTHER:PTN001156258 <newline> protein binding ; GO:0005515 | inferred from physical interaction with Jra <newline> DNA-binding transcription factor activity, RNA polymerase II-specific ; GO:0000981 | inferred from biological aspect of ancestor with PANTHER:PTN001156258 <newline> sequence-specific DNA binding ; GO:0043565 | inferred from direct assay	Activating transcription factor 3	melanogaster	Atf3
FBgn0034096	FBgn0034096	CG7786	SO0000010:protein_coding_gene	Current	Drosophila	regulation of transcription by RNA polymerase II ; GO:0006357 | inferred from electronic annotation with InterPro:IPR040223 <newline> developmental process ; GO:0032502 | inferred from electronic annotation with InterPro:IPR029859	DNA-binding transcription factor activity ; GO:0003700 | inferred from electronic annotation with InterPro:IPR004827, InterPro:IPR040223 <newline> RNA polymerase II regulatory region sequence-specific DNA binding ; GO:0000977 | inferred from biological aspect of ancestor with PANTHER:PTN000945219	-	melanogaster	CG7786
FBgn0262975	FBgn0262975	CG43286	SO0000010:protein_coding_gene	Current	Drosophila	head development ; GO:0060322 | inferred from mutant phenotype <newline> response to oxidative stress ; GO:0006979 | inferred from mutant phenotype <newline> intestinal stem cell homeostasis ; GO:0036335 | inferred from mutant phenotype <newline> regulation of pole plasm oskar mRNA localization ; GO:0007317 | inferred from mutant phenotype <newline> dendrite morphogenesis ; GO:0048813 | inferred from mutant phenotype <newline> pharynx development ; GO:0060465 | inferred from mutant phenotype <newline> blastoderm segmentation ; GO:0007350 | inferred from mutant phenotype <newline> response to endoplasmic reticulum stress ; GO:0034976 | inferred from mutant phenotype <newline> positive regulation of transcription by RNA polymerase II ; GO:0045944 | inferred from direct assay <newline> regulation of bicoid mRNA localization ; GO:0008359 | inferred from mutant phenotype <newline> oocyte nucleus localization involved in oocyte dorsal/ventral axis specification ; GO:0051663 | inferred from mutant phenotype <newline> determination of adult lifespan ; GO:0008340 | inferred from mutant phenotype <newline> oocyte microtubule cytoskeleton polarization ; GO:0008103 | inferred from mutant phenotype <newline> oocyte dorsal/ventral axis specification ; GO:0007310 | inferred from mutant phenotype	DNA binding ; GO:0003677 | inferred from electronic annotation with InterPro:IPR004826, InterPro:IPR008917 <newline> DNA-binding transcription factor activity ; GO:0003700 | contributes_to inferred from direct assay <newline> protein heterodimerization activity ; GO:0046982 | inferred from physical interaction with maf-S <newline> DNA-binding transcription factor activity ; GO:0003700 | traceable author statement	cap-n-collar	melanogaster	cnc
FBgn0000370	FBgn0000370	CG8669	SO0000010:protein_coding_gene	Current	Drosophila	response to starvation ; GO:0042594 | inferred from mutant phenotype <newline> molting cycle, chitin-based cuticle ; GO:0007591 | inferred from mutant phenotype <newline> positive regulation of transcription by RNA polymerase II ; GO:0045944 | inferred from mutant phenotype <newline> triglyceride metabolic process ; GO:0006641 | inferred from mutant phenotype <newline> trehalose metabolic process ; GO:0005991 | inferred from mutant phenotype <newline> pupation ; GO:0035074 | inferred from mutant phenotype <newline> PERK-mediated unfolded protein response ; GO:0036499 | inferred from genetic interaction with Dad1 <newline> metamorphosis ; GO:0007552 | inferred from mutant phenotype <newline> protein N-linked glycosylation ; GO:0006487 | inferred from mutant phenotype <newline> pupariation ; GO:0035073 | inferred from mutant phenotype <newline> positive regulation of JNK cascade ; GO:0046330 | inferred from mutant phenotype <newline> regulation of transcription by RNA polymerase II ; GO:0006357 | inferred from biological aspect of ancestor with PANTHER:PTN000315883	transcription coactivator activity ; GO:0003713 | inferred from mutant phenotype inferred from physical interaction with EcR <newline> RNA polymerase II proximal promoter sequence-specific DNA binding ; GO:0000978 | inferred from mutant phenotype <newline> DNA-binding transcription factor activity, RNA polymerase II-specific ; GO:0000981 | inferred from biological aspect of ancestor with PANTHER:PTN000315883 <newline> RNA polymerase II activating transcription factor binding ; GO:0001102 | inferred from physical interaction with EcR <newline> RNA polymerase II regulatory region sequence-specific DNA binding ; GO:0000977 | inferred from biological aspect of ancestor with PANTHER:PTN000315883	cryptocephal	melanogaster	crc
FBgn0265784	FBgn0265784	CG6103	SO0000010:protein_coding_gene	Current	Drosophila	thermosensory behavior ; GO:0040040 | inferred from mutant phenotype <newline> long-term memory ; GO:0007616 | inferred from direct assay <newline> long-term memory ; GO:0007616 | inferred from mutant phenotype <newline> long-term memory ; GO:0007616 | inferred from expression pattern <newline> positive regulation of feeding behavior ; GO:2000253 | inferred from genetic interaction with sNPF-R <newline> sleep ; GO:0030431 | inferred from mutant phenotype <newline> positive regulation of transcription by RNA polymerase II ; GO:0045944 | inferred from mutant phenotype <newline> long-term memory ; GO:0007616 | traceable author statement <newline> learning or memory ; GO:0007611 | non-traceable author statement <newline> locomotor rhythm ; GO:0045475 | non-traceable author statement <newline> anesthesia-resistant memory ; GO:0007615 | NOT inferred from mutant phenotype <newline> circadian rhythm ; GO:0007623 | traceable author statement <newline> medium-term memory ; GO:0072375 | inferred from mutant phenotype <newline> regulation of circadian sleep/wake cycle, sleep ; GO:0045187 | traceable author statement <newline> rhythmic behavior ; GO:0007622 | traceable author statement <newline> regulation of transcription, DNA-templated ; GO:0006355 | inferred from mutant phenotype <newline> learning ; GO:0007612 | NOT inferred from mutant phenotype <newline> neuromuscular junction development ; GO:0007528 | inferred from mutant phenotype	DNA-binding transcription factor activity ; GO:0003700 | inferred from electronic annotation with InterPro:IPR001630, InterPro:IPR004827 <newline> DNA binding ; GO:0003677 | inferred from mutant phenotype <newline> sequence-specific DNA binding ; GO:0043565 | inferred from direct assay	Cyclic-AMP response element binding protein B	melanogaster	CrebB
FBgn0034534	FBgn0034534	CG9954	SO0000010:protein_coding_gene	Current	Drosophila	head development ; GO:0060322 | inferred from mutant phenotype <newline> positive regulation of transcription by RNA polymerase II ; GO:0045944 | inferred from direct assay	sequence-specific DNA binding ; GO:0043565 | inferred from biological aspect of ancestor with PANTHER:PTN002561999 <newline> protein heterodimerization activity ; GO:0046982 | inferred from physical interaction with cnc <newline> DNA-binding transcription factor activity ; GO:0003700 | inferred from biological aspect of ancestor with PANTHER:PTN002561999 <newline> RNA polymerase II proximal promoter sequence-specific DNA binding ; GO:0000978 | inferred from biological aspect of ancestor with PANTHER:PTN002561999 <newline> DNA-binding transcription factor activity ; GO:0003700 | contributes_to inferred from direct assay	maf-S	melanogaster	maf-S
FBgn0016694	FBgn0016694	CG17888	SO0000010:protein_coding_gene	Current	Drosophila	regulation of transcription by RNA polymerase II ; GO:0006357 | inferred from electronic annotation with InterPro:IPR040223 <newline> regulation of lipid metabolic process ; GO:0019216 | inferred from mutant phenotype <newline> circadian rhythm ; GO:0007623 | traceable author statement <newline> positive regulation of transcription, DNA-templated ; GO:0045893 | inferred from direct assay <newline> circadian rhythm ; GO:0007623 | inferred from direct assay inferred from mutant phenotype inferred from genetic interaction with vri	DNA-binding transcription activator activity, RNA polymerase II-specific ; GO:0001228 | inferred from direct assay <newline> sequence-specific DNA binding ; GO:0043565 | inferred from direct assay <newline> DNA-binding transcription factor activity ; GO:0003700 | inferred from direct assay <newline> RNA polymerase II regulatory region sequence-specific DNA binding ; GO:0000977 | inferred from biological aspect of ancestor with PANTHER:PTN000945219	PAR-domain protein 1	melanogaster	Pdp1
FBgn0032202	FBgn0032202	CG18619	SO0000010:protein_coding_gene	Current	Drosophila	response to starvation ; GO:0042594 | inferred from mutant phenotype <newline> TORC1 signaling ; GO:0038202 | inferred from mutant phenotype <newline> positive regulation of transcription, DNA-templated ; GO:0045893 | inferred from mutant phenotype	DNA-binding transcription factor activity ; GO:0003700 | inferred from electronic annotation with InterPro:IPR004827 <newline> protein homodimerization activity ; GO:0042803 | inferred from direct assay <newline> chromatin binding ; GO:0003682 | inferred from direct assay <newline> protein heterodimerization activity ; GO:0046982 | inferred from physical interaction with REPTOR	REPTOR-binding partner	melanogaster	REPTOR-BP
FBgn0000964	FBgn0000964	CG10034	SO0000010:protein_coding_gene	Current	Drosophila	cell fate specification ; GO:0001708 | inferred from mutant phenotype <newline> positive regulation of transcription by RNA polymerase II ; GO:0045944 | inferred from mutant phenotype <newline> male gonad development ; GO:0008584 | inferred from high throughput mutant phenotype <newline> germ cell development ; GO:0007281 | inferred from mutant phenotype <newline> border follicle cell migration ; GO:0007298 | inferred from mutant phenotype <newline> female gonad development ; GO:0008585 | inferred from high throughput mutant phenotype <newline> gene expression ; GO:0010467 | inferred from mutant phenotype <newline> gonad morphogenesis ; GO:0035262 | inferred from mutant phenotype <newline> positive regulation of gene expression ; GO:0010628 | inferred from mutant phenotype	DNA-binding transcription factor activity ; GO:0003700 | inferred from biological aspect of ancestor with PANTHER:PTN002561999 <newline> sequence-specific DNA binding ; GO:0043565 | inferred from biological aspect of ancestor with PANTHER:PTN002561999 <newline> DNA-binding transcription factor activity, RNA polymerase II-specific ; GO:0000981 | inferred from sequence or structural similarity with HGNC:6408 inferred from sequence or structural similarity with MGI:MGI:96909 <newline> RNA polymerase II proximal promoter sequence-specific DNA binding ; GO:0000978 | inferred from biological aspect of ancestor with PANTHER:PTN002561999	traffic jam	melanogaster	tj
FBgn0021872	FBgn0021872	CG9415	SO0000010:protein_coding_gene	Current	Drosophila	response to endoplasmic reticulum stress ; GO:0034976 | inferred from direct assay <newline> transcription by RNA polymerase II ; GO:0006366 | inferred from biological aspect of ancestor with PANTHER:PTN000999262 <newline> positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response ; GO:0006990 | inferred from direct assay <newline> endoplasmic reticulum unfolded protein response ; GO:0030968 | inferred from direct assay <newline> positive regulation of endoplasmic reticulum unfolded protein response ; GO:1900103 | inferred from biological aspect of ancestor with PANTHER:PTN000999262 <newline> response to endoplasmic reticulum stress ; GO:0034976 | inferred from mutant phenotype <newline> positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response ; GO:0006990 | inferred from biological aspect of ancestor with PANTHER:PTN000999262 <newline> response to endoplasmic reticulum stress ; GO:0034976 | inferred from mutant phenotype inferred from genetic interaction with bsk inferred from genetic interaction with Jafrac1 <newline> regulation of translation in response to endoplasmic reticulum stress ; GO:0036490 | inferred from mutant phenotype <newline> intestinal stem cell homeostasis ; GO:0036335 | inferred from mutant phenotype inferred from genetic interaction with bsk inferred from genetic interaction with N inferred from genetic interaction with hep inferred from genetic interaction with Keap1 inferred from genetic interaction with Jafrac1 inferred from genetic interaction with InR	RNA polymerase II regulatory region sequence-specific DNA binding ; GO:0000977 | inferred from sequence or structural similarity with UniProtKB:P17861 <newline> RNA polymerase II regulatory region sequence-specific DNA binding ; GO:0000977 | inferred from biological aspect of ancestor with PANTHER:PTN000999262 <newline> DNA-binding transcription factor activity, RNA polymerase II-specific ; GO:0000981 | inferred from biological aspect of ancestor with PANTHER:PTN000999262	X box binding protein-1	melanogaster	Xbp1
FBgn0039209	FBgn0039209	CG13624	SO0000010:protein_coding_gene	Current	Drosophila	response to unfolded protein ; GO:0006986 | inferred from electronic annotation with InterPro:IPR039165 <newline> TORC1 signaling ; GO:0038202 | inferred from mutant phenotype <newline> response to starvation ; GO:0042594 | inferred from mutant phenotype <newline> positive regulation of transcription, DNA-templated ; GO:0045893 | inferred from mutant phenotype	DNA-binding transcription factor activity ; GO:0003700 | inferred from electronic annotation with InterPro:IPR004827 <newline> protein heterodimerization activity ; GO:0046982 | inferred from physical interaction with REPTOR-BP	Repressed by TOR	melanogaster	REPTOR
FBgn0003411	FBgn0003411	CG1641	SO0000010:protein_coding_gene	Current	Drosophila	sex determination, establishment of X:A ratio ; GO:0007540 | non-traceable author statement <newline> sex determination, establishment of X:A ratio ; GO:0007540 | traceable author statement <newline> posterior midgut development ; GO:0007497 | inferred from mutant phenotype <newline> sex determination ; GO:0007530 | traceable author statement <newline> positive regulation of transcription by RNA polymerase II ; GO:0045944 | inferred from mutant phenotype <newline> endoderm development ; GO:0007492 | inferred from mutant phenotype <newline> sex determination ; GO:0007530 | inferred from genetic interaction with Sxl <newline> primary sex determination ; GO:0007538 | inferred from mutant phenotype <newline> anterior midgut development ; GO:0007496 | inferred from mutant phenotype	DNA-binding transcription factor activity, RNA polymerase II-specific ; GO:0000981 | inferred from sequence or structural similarity with gt <newline> protein binding ; GO:0005515 | inferred from physical interaction with Bap60 <newline> DNA-binding transcription factor activity ; GO:0003700 | non-traceable author statement	sisterless A	melanogaster	sisA
FBgn0260632	FBgn0260632	CG6667	SO0000010:protein_coding_gene	Current	Drosophila	dorsal/ventral pattern formation ; GO:0009953 | inferred from mutant phenotype <newline> immune response ; GO:0006955 | inferred from expression pattern <newline> NIK/NF-kappaB signaling ; GO:0038061 | inferred from biological aspect of ancestor with PANTHER:PTN000652441 <newline> Toll signaling pathway ; GO:0008063 | inferred from genetic interaction with Tl <newline> dorsal/ventral axis specification ; GO:0009950 | inferred from genetic interaction with Spn27A <newline> positive regulation of transcription by RNA polymerase II ; GO:0045944 | inferred from biological aspect of ancestor with PANTHER:PTN000652441 <newline> positive regulation of transcription by RNA polymerase II ; GO:0045944 | inferred from direct assay <newline> dorsal/ventral axis specification ; GO:0009950 | inferred from genetic interaction with Tl <newline> I-kappaB kinase/NF-kappaB signaling ; GO:0007249 | inferred from biological aspect of ancestor with PANTHER:PTN000652441 <newline> Toll signaling pathway ; GO:0008063 | inferred from mutant phenotype <newline> positive regulation of antimicrobial peptide production ; GO:0002225 | inferred from mutant phenotype <newline> positive regulation of hemocyte proliferation ; GO:0035208 | inferred from mutant phenotype <newline> innate immune response ; GO:0045087 | inferred from biological aspect of ancestor with PANTHER:PTN000652441 <newline> peripheral nervous system neuron development ; GO:0048935 | inferred from mutant phenotype <newline> regulation of hemocyte proliferation ; GO:0035206 | inferred from direct assay <newline> Toll signaling pathway ; GO:0008063 | inferred from genetic interaction with pll <newline> negative regulation of transcription by RNA polymerase II ; GO:0000122 | inferred from biological aspect of ancestor with PANTHER:PTN000652441 <newline> positive regulation of hemocyte differentiation ; GO:0045612 | inferred from mutant phenotype <newline> response to cytokine ; GO:0034097 | inferred from biological aspect of ancestor with PANTHER:PTN000652441 <newline> melanization defense response ; GO:0035006 | inferred from mutant phenotype <newline> Toll signaling pathway ; GO:0008063 | inferred from genetic interaction with Spn27A <newline> inflammatory response ; GO:0006954 | inferred from biological aspect of ancestor with PANTHER:PTN000652441 <newline> immune response ; GO:0006955 | inferred from mutant phenotype	repressing transcription factor binding ; GO:0070491 | inferred from physical interaction with gro <newline> sequence-specific DNA binding ; GO:0043565 | inferred from direct assay <newline> RNA polymerase II regulatory region sequence-specific DNA binding ; GO:0000977 | inferred from direct assay <newline> repressing transcription factor binding ; GO:0070491 | inferred from physical interaction with Dsp1 <newline> protein binding ; GO:0005515 | inferred from physical interaction with cact <newline> high mobility group box 1 binding ; GO:0070379 | inferred from physical interaction with Dsp1 <newline> chromatin binding ; GO:0003682 | inferred from biological aspect of ancestor with PANTHER:PTN000652441 <newline> DNA-binding transcription factor activity, RNA polymerase II-specific ; GO:0000981 | inferred from biological aspect of ancestor with PANTHER:PTN000652441 <newline> RNA polymerase II regulatory region sequence-specific DNA binding ; GO:0000977 | inferred from biological aspect of ancestor with PANTHER:PTN000652441 <newline> DNA-binding transcription factor activity, RNA polymerase II-specific ; GO:0000981 | contributes_to inferred from genetic interaction with twi <newline> protein binding ; GO:0005515 | inferred from physical interaction with tamo <newline> DNA-binding transcription activator activity, RNA polymerase II-specific ; GO:0001228 | inferred from direct assay <newline> DNA-binding transcription factor activity, RNA polymerase II-specific ; GO:0000981 | inferred from direct assay	dorsal	melanogaster	dl
FBgn0011274	FBgn0011274	CG6794	SO0000010:protein_coding_gene	Current	Drosophila	negative regulation of transcription by RNA polymerase II ; GO:0000122 | inferred from biological aspect of ancestor with PANTHER:PTN000652441 <newline> immune response ; GO:0006955 | inferred from mutant phenotype <newline> response to cytokine ; GO:0034097 | inferred from biological aspect of ancestor with PANTHER:PTN000652441 <newline> positive regulation of transcription by RNA polymerase II ; GO:0045944 | inferred from direct assay <newline> innate immune response ; GO:0045087 | inferred from biological aspect of ancestor with PANTHER:PTN000652441 <newline> Toll signaling pathway ; GO:0008063 | inferred from genetic interaction with Tl <newline> I-kappaB kinase/NF-kappaB signaling ; GO:0007249 | inferred from biological aspect of ancestor with PANTHER:PTN000652441 <newline> defense response to Gram-positive bacterium ; GO:0050830 | inferred from mutant phenotype <newline> regulation of hemocyte proliferation ; GO:0035206 | inferred from direct assay <newline> salivary gland histolysis ; GO:0035070 | inferred from mutant phenotype <newline> positive regulation of gene expression ; GO:0010628 | inferred from genetic interaction with Rel <newline> NIK/NF-kappaB signaling ; GO:0038061 | inferred from biological aspect of ancestor with PANTHER:PTN000652441 <newline> innate immune response ; GO:0045087 | inferred from mutant phenotype <newline> positive regulation of antimicrobial peptide production ; GO:0002225 | inferred from mutant phenotype <newline> defense response to fungus ; GO:0050832 | inferred from mutant phenotype <newline> Toll signaling pathway ; GO:0008063 | inferred from mutant phenotype <newline> peripheral nervous system neuron development ; GO:0048935 | inferred from mutant phenotype <newline> positive regulation of antifungal peptide production ; GO:0002804 | inferred from mutant phenotype <newline> positive regulation of transcription by RNA polymerase II ; GO:0045944 | inferred from biological aspect of ancestor with PANTHER:PTN000652441 <newline> inflammatory response ; GO:0006954 | inferred from biological aspect of ancestor with PANTHER:PTN000652441	DNA-binding transcription factor activity ; GO:0003700 | inferred from direct assay <newline> protein binding ; GO:0005515 | inferred from physical interaction with cact <newline> RNA polymerase II regulatory region sequence-specific DNA binding ; GO:0000977 | inferred from biological aspect of ancestor with PANTHER:PTN000652441 <newline> DNA-binding transcription activator activity, RNA polymerase II-specific ; GO:0001228 | inferred from direct assay <newline> chromatin binding ; GO:0003682 | inferred from biological aspect of ancestor with PANTHER:PTN000652441 <newline> DNA-binding transcription factor activity, RNA polymerase II-specific ; GO:0000981 | inferred from biological aspect of ancestor with PANTHER:PTN000652441 <newline> RNA polymerase II regulatory region sequence-specific DNA binding ; GO:0000977 | inferred from direct assay <newline> protein binding ; GO:0005515 | inferred from physical interaction with MED17 <newline> DNA-binding transcription factor activity, RNA polymerase II-specific ; GO:0000981 | inferred from direct assay	Dorsal-related immunity factor	melanogaster	Dif
FBgn0014018	FBgn0014018	CG11992	SO0000010:protein_coding_gene	Current	Drosophila	innate immune response ; GO:0045087 | inferred from biological aspect of ancestor with PANTHER:PTN000652441 <newline> peptidoglycan recognition protein signaling pathway ; GO:0061057 | inferred from mutant phenotype <newline> defense response to Gram-negative bacterium ; GO:0050829 | inferred from mutant phenotype <newline> defense response to bacterium ; GO:0042742 | inferred from mutant phenotype <newline> positive regulation of antibacterial peptide biosynthetic process ; GO:0006963 | inferred from expression pattern <newline> peptidoglycan recognition protein signaling pathway ; GO:0061057 | inferred from high throughput mutant phenotype <newline> positive regulation of innate immune response ; GO:0045089 | inferred from mutant phenotype <newline> positive regulation of biosynthetic process of antibacterial peptides active against Gram-negative bacteria ; GO:0006964 | inferred from high throughput mutant phenotype <newline> positive regulation of phagocytosis ; GO:0050766 | inferred from mutant phenotype <newline> positive regulation of transcription by RNA polymerase II ; GO:0045944 | inferred from biological aspect of ancestor with PANTHER:PTN000652441 <newline> immune response ; GO:0006955 | inferred from mutant phenotype <newline> inflammatory response ; GO:0006954 | inferred from biological aspect of ancestor with PANTHER:PTN000652441 <newline> positive regulation of biosynthetic process of antibacterial peptides active against Gram-negative bacteria ; GO:0006964 | inferred from mutant phenotype <newline> positive regulation of defense response to virus by host ; GO:0002230 | inferred from mutant phenotype <newline> positive regulation of antibacterial peptide biosynthetic process ; GO:0006963 | inferred from mutant phenotype <newline> defense response to Gram-negative bacterium ; GO:0050829 | inferred from genetic interaction with PGRP-LE <newline> cellular response to DNA damage stimulus ; GO:0006974 | inferred from mutant phenotype <newline> NIK/NF-kappaB signaling ; GO:0038061 | inferred from biological aspect of ancestor with PANTHER:PTN000652441 <newline> defense response to virus ; GO:0051607 | inferred from mutant phenotype <newline> immune response ; GO:0006955 | inferred from expression pattern <newline> negative regulation of transcription by RNA polymerase II ; GO:0000122 | inferred from biological aspect of ancestor with PANTHER:PTN000652441 <newline> negative regulation of stem cell proliferation ; GO:2000647 | inferred from mutant phenotype <newline> positive regulation of gene expression ; GO:0010628 | inferred from mutant phenotype <newline> dendrite morphogenesis ; GO:0048813 | inferred from mutant phenotype <newline> positive regulation of transcription by RNA polymerase II ; GO:0045944 | inferred from mutant phenotype <newline> positive regulation of nitric oxide biosynthetic process ; GO:0045429 | inferred from mutant phenotype <newline> cellular response to amino acid starvation ; GO:0034198 | inferred from mutant phenotype <newline> response to bacterium ; GO:0009617 | inferred from direct assay <newline> response to cytokine ; GO:0034097 | inferred from biological aspect of ancestor with PANTHER:PTN000652441 <newline> positive regulation of transcription by RNA polymerase II ; GO:0045944 | inferred from direct assay <newline> I-kappaB kinase/NF-kappaB signaling ; GO:0007249 | inferred from biological aspect of ancestor with PANTHER:PTN000652441 <newline> regulation of innate immune response ; GO:0045088 | inferred from mutant phenotype inferred from genetic interaction with brm inferred from genetic interaction with mor <newline> positive regulation of antifungal peptide biosynthetic process ; GO:0006967 | inferred from mutant phenotype <newline> peripheral nervous system neuron development ; GO:0048935 | inferred from mutant phenotype	RNA polymerase II regulatory region sequence-specific DNA binding ; GO:0000977 | inferred from direct assay <newline> DNA-binding transcription activator activity, RNA polymerase II-specific ; GO:0001228 | inferred from direct assay <newline> chromatin binding ; GO:0003682 | inferred from biological aspect of ancestor with PANTHER:PTN000652441 <newline> protein binding ; GO:0005515 | inferred from physical interaction with UniProtKB:Q8IRY7 <newline> RNA polymerase II regulatory region sequence-specific DNA binding ; GO:0000977 | inferred from biological aspect of ancestor with PANTHER:PTN000652441 <newline> DNA-binding transcription factor activity, RNA polymerase II-specific ; GO:0000981 | inferred from biological aspect of ancestor with PANTHER:PTN000652441 <newline> DNA-binding transcription factor activity, RNA polymerase II-specific ; GO:0000981 | inferred from direct assay	Relish	melanogaster	Rel
